Sales Month,Stock#,Model,VIN,DAYS TO SELL,MODEL CODE,EXT CODE,INT CODE
202606,,QX60 AUTOGRAPH,5N1AL1HU2TC349247,52,8481,GAT,K
202603,,QX60 AUTOGRAPH,5N1AL1HU1TC356979,13,8481,GAT,P
202501,N14716,QX60 2.0T AWD AUTO,5N1AL1HU5SC346664,24,8481,GAT,P
202412,N14651,QX60 2.0T AWD AUTO,5N1AL1HU6SC344020,29,8481,GAT,P
202509,N14875,QX60 2.0T AWD AUTO,5N1AL1HU2SC358691,116,8481,GAT,P
202508,N14862,QX60 2.0T AWD AUTO,5N1AL1HU6SC356118,154,8481,GAT,P
202509,N14859,QX60 2.0T AWD AUTO,5N1AL1HU9SC355710,195,8481,GAT,P
202503,N14843,QX60 2.0T AWD AUTO,5N1AL1HU3SC355069,8,8481,XBJ,G
202412,N14652,QX60 2.0T AWD AUTO,5N1AL1HU1SC344152,29,8481,XBJ,P
202501,N14635,QX60 2.0T AWD AUTO,5N1AL1HU6SC340758,70,8481,XBJ,P
202501,N14660,QX60 2.0T AWD AUTO,5N1AL1HU8SC344326,73,8481,XBJ,P
202411,N14572,QX60 2.0T AWD AUTO,5N1AL1HU2SC333192,108,8481,XBJ,P
202501,N14565,QX60 2.0T AWD AUTO,5N1AL1HU2SC333242,154,8481,XBJ,P
202507,N14817,QX60 2.0T AWD AUTO,5N1AL1HU2SC351370,159,8481,XBJ,P
202506,N14704,QX60 2.0T AWD AUTO,5N1AL1HU3SC345884,176,8481,XBJ,P
202506,N14700,QX60 2.0T AWD AUTO,5N1AL1HU7SC346102,190,8481,XBJ,P
202411,N14664,QX60 2.0T AWD AUTO,5N1AL1HU2SC342880,4,8481,XEX,G
202410,N14538,QX60 2.0T AWD AUTO,5N1AL1HU2SC330311,92,8481,XEX,G
202508,N14809,QX60 2.0T AWD AUTO,5N1AL1HU5SC351279,192,8481,XEX,G
202507,N14751,QX60 2.0T AWD AUTO,5N1AL1HU9SC348059,212,8481,XEX,G
202412,N14688,QX60 2.0T AWD AUTO,5N1AL1HU5SC344817,27,8481,XEX,P
202505,,QX60 2.0T AWD AUTO,5N1AL1HU8SC350806,87,8481,XEX,P
202505,,QX60 2.0T AWD AUTO,5N1AL1HU9SC343038,171,8481,XFW,P
202505,N14836,QX60 2.0T AWD AUTO,5N1AL1HU2SC354463,82,8481,XHU,G
202604,,QX60 AUTOGRAPH,5N1AL1HU3TC356563,4,8481,XHU,P
202412,N14680,QX60 2.0T AWD AUTO,5N1AL1HU0SC343316,10,8481,XHU,P
202509,N14924,QX60 2.0T AWD AUTO,5N1AL1HU4TC335897,12,8481,XHU,P
202502,N14754,QX60 2.0T AWD AUTO,5N1AL1HU1SC348038,41,8481,XHU,P
202411,N14545,QX60 2.0T AWD AUTO,5N1AL1HU6SC331865,105,8481,XHU,P
202508,N14855,QX60 2.0T AWD AUTO,5N1AL1HU9SC355075,134,8481,XHU,P
202512,,QX60 2.0T AWD AUTO,5N1AL1HU5TC333351,16,8481,XKD,G
202603,,QX60 AUTOGRAPH,5N1AL1HU5TC353132,31,8481,XKD,P
202602,,QX60 AUTOGRAPH,5N1AL1HU7TC352709,3,8481,XKJ,K
202602,,QX60 AUTOGRAPH,5N1AL1HU0TC351398,9,8481,XKJ,K
202604,,QX60 AUTOGRAPH,5N1AL1HU1TC358537,16,8481,XKJ,K
202601,,QX60 AUTOGRAPH,5N1AL1HU9TC341551,20,8481,XKJ,K
202509,,QX60 2.0T AWD AUTO,5N1AL1HUXTC338660,35,8481,XKJ,K
202601,,QX60 AUTOGRAPH,5N1AL1HUXTC330476,90,8481,XKJ,K
202511,,QX60 2.0T AWD AUTO,5N1AL1HU1TC344699,2,8481,XKJ,P
202602,,QX60 AUTOGRAPH,5N1AL1HU2TC352049,3,8481,XKJ,P
202603,,QX60 AUTOGRAPH,5N1AL1HU0TC354186,9,8481,XKJ,P
202604,,QX60 AUTOGRAPH,5N1AL1HU4TC358547,22,8481,XKJ,P
202605,,QX60 AUTOGRAPH,5N1AL1HU3TC358488,22,8481,XKJ,P
202512,,QX60 AUTOGRAPH,5N1AL1HU8TC336437,29,8481,XKJ,P
202605,,QX60 AUTOGRAPH,5N1AL1HU6TC352216,45,8481,XKJ,P
202512,,QX60 2.0T AWD AUTO,5N1AL1HU0TC344483,DT,8481,XKJ,P
202603,,QX60 AUTOGRAPH,5N1AL1HU8TC354890,DT,8481,XKJ,P
202510,,QX60 2.0T AWD AUTO,5N1AL1HU1TC333511,DT,8481,YCF,P
202605,,QX65 LUXE,5N1AC0EX1VC601663,1,8501,KH3,G
202605,,QX65 LUXE AWD,5N1AC0EX4VC601169,6,8501,QBE,K
202606,,QX65 LUXE,5N1AC0EX4VC602239,22,8501,QBE,K
202606,,QX65 SPORT,5N1AC0FX6VC602869,11,8511,KBY,G
202605,,QX65 SPORT,5N1AC0FX8VC601058,11,8511,QBE,G
202605,,QX65 AUTOGRAPH,5N1AC0JX7VC600488,1,8521,GAT,N
202605,,QX65 AUTOGRAPH,5N1AC0JX1VC601300,7,8521,XKJ,K
202606,,QX65 SPORT,5N1AC0FX9VC600758,18,8511,QBE,G
202606,,QX60 SPORT,5N1AL1F99BC333337,49,8441,GAT,G
202606,,QX60 LUXE FWD,5N1AL1F59VC330497,62,8431,KCF,K
202606,,QX80 AUTOGRAPH,JN8AZ3CC7T9621029,58,8361,XKJ,G
202606,,QX80 PURE 2WD,JN8AZ3AA0T9010874,89,8311,KH3,G
202606,N15170,QX60 AUTOGRAPH AWD,5N1AL1HZ9VC333951,33,8461,GAQ,P
202606,N15130,QX60 2.0T FWD LUXE,5N1AL1FRXTC359104,63,8431,QBE,G
202606,N15183,QX60 LUXE FWD,5N1AL1F58VC337070,21,8431,KCG,K
202606,N15113,QX80 LUXE 2WD,JN8AZ3BA7T9010899,76,8331,QBE,G
202606,T9620531,QX80 AUTOGRAPH 4WD,JN8AZ3CC9T9620531,65,8361,XKJ,G
202606,TERRANCEB,QX65 AUTOGRAPH AWD,5N1AC0JX5VC603292,15,8521,XKJ,N
202606,N15137,QX60 SPORT AWD,5N1AL1F99VC333337,48,8441,GAT,G
202606,N15184,QX65 SPORT AWD,5N1AC0FX0VC602754,10,8511,GAT,G
202607,,QX80 LUXE 2WD,JN8AZ3BA7T9011373,36,8331,KH3,P
202607,,qx60 autograph,5N1AL1HU1TC355525,43,8481,XKJ,P
202607,,QX80 LUXE 2WD,JN8AZ3BA3T9010382,51,8331,KH3,G
202607,,QX65 AUTOGRAPH,5N1AC0JX4VC600089,17,8521,XKJ,G
202607,,QX60 AUTOGRAPH,5N1AL1HZ9VC336798,35,8461,XKJ,P
202607,,QX65 SPORT,5N1AC0FX9VC604387,8,8511,XEX,G
202607,,QX60 LUXE FWD,5N1AL1F52VC334777,58,8431,QBE,K
202607,,QX80 PURE 2WD,JN8AZ3AA2T9010956,96,8311,QBE,G
202607,,QX80 PURE 2WD,JN8AZ3AAXT9011014,99,8311,QBE,C
202607,,QX80 LUXE 2WD,JN8AZ3BA2T9011006,90,8331,KH3,G
202607,,QX80 PURE 2WD,JN8AZ3AA5T9011017,99,8311,QBE,C
202607,,QX80 SPORT,JN8AZ3DB7T9431401,159,8381,QBE,G
202607,,QX65 SPORT,5N1AC0FX5VC603950,5,8511,XEX,G
